company,score,towns_cities,counties,routes,tags,linkedin_company_search_url,linkedin_jobs_search_url,linkedin_recruiter_search_url,linkedin_hiring_manager_search_url,outreach_reason,connection_note
Riverbed Technology Limited,78,['London'],[],"['Skilled Worker', 'lobal Business Mobility: Senior or Specialist Worker']","['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Riverbed+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Riverbed+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Riverbed+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Riverbed+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Riverbed Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Riverbed Technology Limited."
RQ Biotechnology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=RQ+Biotechnology+Limited,https://www.linkedin.com/jobs/search/?keywords=RQ+Biotechnology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=RQ+Biotechnology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=RQ+Biotechnology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed RQ Biotechnology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at RQ Biotechnology Limited."
Runibex Technology Ltd.,78,['London'],['London Work'],"['Skilled Worker', 'bal Business Mobility: Senior or Specialist Worker']","['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Runibex+Technology+Ltd.,https://www.linkedin.com/jobs/search/?keywords=Runibex+Technology+Ltd.+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Runibex+Technology+Ltd.+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Runibex+Technology+Ltd.+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Runibex Technology Ltd. is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Runibex Technology Ltd.."
SAI SRIKAR TECHNOLOGIES LIMITED,78,['Hounslow'],[],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=SAI+SRIKAR+TECHNOLOGIES+LIMITED,https://www.linkedin.com/jobs/search/?keywords=SAI+SRIKAR+TECHNOLOGIES+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=SAI+SRIKAR+TECHNOLOGIES+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=SAI+SRIKAR+TECHNOLOGIES+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Hounslow.,"Hi, I noticed SAI SRIKAR TECHNOLOGIES LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SAI SRIKAR TECHNOLOGIES LIMITED."
SailoTech UK Ltd,78,['Aylesbury'],['Buckinghamshire Wo'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=SailoTech+UK+Ltd,https://www.linkedin.com/jobs/search/?keywords=SailoTech+UK+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=SailoTech+UK+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=SailoTech+UK+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Aylesbury.,"Hi, I noticed SailoTech UK Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SailoTech UK Ltd."
Sand Tech AI (UK) Ltd Lon,78,['don'],['Worke'],"['Skilled Worker', 'al Business Mobility: Senior or Specialist Worker']","['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Sand+Tech+AI+%28UK%29+Ltd+Lon,https://www.linkedin.com/jobs/search/?keywords=Sand+Tech+AI+%28UK%29+Ltd+Lon+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Sand+Tech+AI+%28UK%29+Ltd+Lon+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Sand+Tech+AI+%28UK%29+Ltd+Lon+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in don.,"Hi, I noticed Sand Tech AI (UK) Ltd Lon is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Sand Tech AI (UK) Ltd Lon."
Score Genius Technology Ltd,78,['London'],"['London, City of Wo']",['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Score+Genius+Technology+Ltd,https://www.linkedin.com/jobs/search/?keywords=Score+Genius+Technology+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Score+Genius+Technology+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Score+Genius+Technology+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Score Genius Technology Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Score Genius Technology Ltd."
Secure Technology Solutions Limited,78,['Gravesend'],['Kent'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Secure+Technology+Solutions+Limited,https://www.linkedin.com/jobs/search/?keywords=Secure+Technology+Solutions+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Secure+Technology+Solutions+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Secure+Technology+Solutions+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Gravesend.,"Hi, I noticed Secure Technology Solutions Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Secure Technology Solutions Limited."
Securitas Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Securitas+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Securitas+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Securitas+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Securitas+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Securitas Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Securitas Technology Limited."
SILVERBACK SMART TECHNOLOGY LIMITED,78,['London'],[],"['Global Business Mobility: Senior or Specialist Worker', 'Skilled Worker']","['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=SILVERBACK+SMART+TECHNOLOGY+LIMITED,https://www.linkedin.com/jobs/search/?keywords=SILVERBACK+SMART+TECHNOLOGY+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=SILVERBACK+SMART+TECHNOLOGY+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=SILVERBACK+SMART+TECHNOLOGY+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed SILVERBACK SMART TECHNOLOGY LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SILVERBACK SMART TECHNOLOGY LIMITED."
SIRI TECHNOLOGY SOLUTIONS LIMITED BRENTWOOD,78,['ESSEX'],['Worker (A ratin'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=SIRI+TECHNOLOGY+SOLUTIONS+LIMITED+BRENTWOOD,https://www.linkedin.com/jobs/search/?keywords=SIRI+TECHNOLOGY+SOLUTIONS+LIMITED+BRENTWOOD+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=SIRI+TECHNOLOGY+SOLUTIONS+LIMITED+BRENTWOOD+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=SIRI+TECHNOLOGY+SOLUTIONS+LIMITED+BRENTWOOD+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ESSEX.,"Hi, I noticed SIRI TECHNOLOGY SOLUTIONS LIMITED BRENTWOOD is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SIRI TECHNOLOGY SOLUTIONS LIMITED "
Softech Rail Limited Albourne,78,['West Suss'],['ex Worker (A rating)'],"[': Senior or Specialist Worker', 'Skilled Worker']","['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Softech+Rail+Limited+Albourne,https://www.linkedin.com/jobs/search/?keywords=Softech+Rail+Limited+Albourne+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Softech+Rail+Limited+Albourne+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Softech+Rail+Limited+Albourne+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in West Suss.,"Hi, I noticed Softech Rail Limited Albourne is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Softech Rail Limited Albourne."
Source Technology Limited,78,['London'],[],"['Global Business Mobility: Senior or Specialist Worker', 'Skilled Worker']","['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Source+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Source+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Source+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Source+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Source Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Source Technology Limited."
